timestamp_us,a1x,a1y,a1z,g1x,g1y,g1z,a2x,a2y,a2z,g2x,g2y,g2z,a3x,a3y,a3z,g3x,g3y,g3z
1254169892,-6904,4660,-1194,97,-107,59,8160,8192,22996,19136,645,8192,5814,210,-5960,-106,31,32
1254219892,-6856,4680,-1208,100,-107,59,0,0,-7,-1,-16128,0,5806,126,-5974,-105,34,32
1254269892,-6880,4678,-1182,100,-107,61,-16126,0,-15537,0,8160,8192,5822,166,-6024,-107,31,31
1254319892,-6860,4664,-1244,99,-109,55,-16124,0,-15537,0,8160,8192,5804,182,-6004,-106,32,33
1254369892,-6878,4684,-1218,98,-109,60,-18122,0,-15537,0,8160,8192,5840,192,-6004,-105,33,30
1254419892,-6846,4662,-1240,99,-109,64,-16119,0,-15537,0,8160,8192,5780,194,-6028,-104,33,35
1254469892,-6878,4660,-1170,99,-107,61,8160,8192,0,0,645,8192,5830,202,-6012,-106,32,31
1254519892,-6916,4690,-1300,98,-109,58,-16117,0,-15537,0,8160,8192,5810,230,-6000,-105,31,29
1254569892,-6900,4654,-1174,97,-107,59,-18115,0,-15537,0,8160,8192,5830,170,-5998,-105,30,31
1254619892,-6916,4674,-1180,100,-111,60,8160,8192,14244,19143,645,8192,5836,174,-6006,-103,32,33
1254669892,-6848,4646,-1234,97,-108,62,0,0,-7,-1,-16111,0,5850,224,-5970,-105,33,30
1254719892,-6856,4630,-1206,100,-112,58,-16109,0,-15537,0,8160,8192,5838,224,-6004,-108,33,31
1254769892,-6866,4656,-1212,101,-109,62,-15612,0,-15537,0,8160,8192,5812,204,-6060,-105,31,32
1254819892,-6854,4676,-1290,98,-110,59,8160,8192,17636,19146,645,8192,5812,196,-5982,-102,34,31
1254869892,-6822,4662,-1234,100,-112,59,0,0,-7,-1,-17101,0,5848,204,-5982,-107,33,34
1254919892,-6860,4666,-1220,101,-110,59,-16100,0,-15537,0,8160,8192,5772,170,-6004,-103,31,33
1254969892,-6854,4644,-1282,100,-106,65,-16098,0,-15537,0,8160,8192,5826,188,-6078,-105,33,32
1255019892,-6878,4644,-1218,97,-112,59,8160,8192,21028,19149,645,8192,5844,214,-6002,-107,32,31
1255069892,-6876,4684,-1212,97,-109,59,0,0,-7,-1,-17093,0,5820,170,-5982,-104,33,32
1255119892,-6958,4738,-1198,97,-107,57,0,0,-7,-1,-16090,0,5820,136,-6046,-106,32,32
1255169892,-6888,4646,-1236,97,-110,62,0,0,-7,-1,-16087,0,5824,174,-5980,-107,30,33
1255219892,-6846,4678,-1160,102,-111,63,0,0,-7,-1,-16085,0,5796,204,-6034,-105,30,32
1255269892,-6854,4658,-1250,98,-107,64,-16083,0,-15537,0,8160,8192,5814,202,-6060,-105,33,31
1255319892,-6894,4656,-1208,96,-105,58,-18081,0,-15537,0,8160,8192,5854,146,-5966,-104,35,32
1255369892,-6892,4650,-1240,96,-112,61,0,0,-7,-1,-17079,0,5796,184,-6036,-108,31,33
1255419892,-6854,4678,-1266,97,-109,61,0,0,-7,-1,-16078,0,5794,176,-6032,-105,30,30
1255469892,-6926,4692,-1292,99,-108,56,8160,8192,12276,19156,645,8192,5828,202,-6028,-106,32,31
1255519892,-6866,4674,-1236,100,-109,59,-18076,0,-15537,0,8160,8192,5810,158,-6020,-105,30,29
1255569892,-6896,4674,-1222,102,-110,55,8160,8192,-18796,19157,645,8192,5842,146,-6048,-108,34,31
1255619892,-7008,4790,-1382,94,-104,75,8160,8192,0,0,645,8192,5880,250,-5980,-105,35,33
1255669892,-6944,4664,-1174,98,-105,43,-18071,0,-15537,0,8160,8192,5800,144,-5994,-106,33,31
1255719892,-6918,4678,-1162,99,-106,63,-16069,0,-15537,0,8160,8192,5802,176,-6062,-105,32,34
1255769892,-6876,4654,-1206,101,-110,64,-16066,0,-15537,0,8160,8192,5756,222,-5974,-107,36,31
1255819892,-6902,4682,-1292,94,-105,61,-16065,0,-15537,0,8160,8192,5794,176,-5992,-105,31,33
1255869892,-6886,4688,-1286,97,-110,52,0,0,-7,-1,-16064,0,5826,142,-5984,-105,31,30
1255919892,-6934,4670,-1234,99,-107,66,0,0,-7,-1,-16062,0,5784,168,-6008,-106,33,31
1255969892,-6906,4668,-1208,97,-104,60,0,0,-7,-1,-17059,0,5814,220,-5986,-106,35,29
1256019892,-6886,4698,-1266,97,-109,56,-16056,0,-15537,0,8160,8192,5860,208,-5972,-106,33,32
1256069892,-6882,4686,-1230,101,-108,59,-16054,0,-15537,0,8160,8192,5818,210,-5954,-105,31,29
1256119892,-6884,4674,-1268,98,-106,63,-16051,0,-15537,0,8160,8192,5804,166,-6024,-105,34,32
1256169892,-6884,4682,-1254,93,-108,56,8160,8192,-8620,19166,645,8192,5804,168,-6020,-106,31,32
1256219892,-6874,4670,-1254,100,-112,61,-16047,0,-15537,0,8160,8192,5788,176,-6032,-104,29,32
1256269892,-6858,4686,-1244,102,-111,64,-16045,0,-15537,0,8160,8192,5790,204,-6082,-104,32,31
1256319892,-6900,4654,-1186,97,-108,60,-16044,0,-15537,0,8160,8192,5804,200,-6012,-106,32,31
1256369892,-6842,4674,-1288,101,-113,57,-16041,0,-15537,0,8160,8192,5814,214,-6022,-105,30,32
1256419892,-6878,4682,-1262,103,-111,64,0,0,-7,-1,-16039,0,5760,212,-6006,-107,33,31
1256469892,-6872,4654,-1218,96,-105,63,-16037,0,-15537,0,8160,8192,5828,220,-5986,-106,32,31
1256519892,-6912,4664,-1256,93,-110,55,-17035,0,-15537,0,8160,8192,5844,168,-6002,-106,29,33
1256569892,-6910,4700,-1260,99,-109,57,8160,8192,-1836,19172,645,8192,5820,158,-6050,-105,31,31
1256619892,-6840,4662,-1290,99,-108,64,-16031,0,-15537,0,8160,8192,5804,228,-6004,-106,32,33
1256669892,-6864,4678,-1260,97,-111,58,-16029,0,-15537,0,8160,8192,5846,226,-5976,-106,31,30
1256719892,-6884,4692,-1284,102,-114,56,8160,8192,0,0,645,8192,5836,194,-6036,-105,30,32
1256769892,-6878,4682,-1292,101,-110,65,8160,8192,1556,19176,645,8192,5784,228,-5994,-107,33,30
1256819892,-6830,4678,-1302,95,-109,62,8160,8192,-13980,19176,645,8192,5778,190,-5948,-102,32,30
1256869892,-6876,4642,-1296,97,-113,60,-17020,0,-15537,0,8160,8192,5822,194,-5962,-104,30,33
1256919892,-6936,4650,-1162,102,-105,61,-16019,0,-15537,0,8160,8192,5790,182,-6024,-106,32,33
1256969892,-6934,4720,-1196,100,-107,65,8160,8192,4948,19179,645,8192,5836,176,-6050,-105,32,30
1257019892,-6938,4724,-1224,97,-106,52,-16014,0,-15537,0,8160,8192,5840,206,-6026,-106,34,30
1257069892,-6814,4728,-1292,95,-109,58,-18012,0,-15537,0,8160,8192,5854,204,-5958,-103,34,33
1257119892,-6856,4686,-1258,99,-107,58,-16802,0,-15537,0,8160,8192,5776,154,-6056,-106,34,33
1257169892,-6908,4620,-1190,98,-106,62,-16006,0,-15537,0,8160,8192,5802,192,-6010,-107,33,32
1257219892,-6892,4622,-1184,104,-112,66,-16003,0,-15537,0,8160,8192,5780,162,-6058,-107,34,31
1257269892,-6832,4654,-1248,98,-109,64,8160,8192,-22732,19183,645,8192,5894,198,-6040,-104,30,31
1257319892,-6882,4672,-1228,93,-104,60,-16000,0,-15537,0,8160,8192,5844,164,-6050,-107,32,31
1257369892,-6880,4676,-1240,96,-108,61,8160,8192,11732,19185,645,8192,5812,202,-6012,-107,30,31
1257419892,-6918,4692,-1174,102,-110,59,-15996,0,-15537,0,8160,8192,5814,222,-5980,-107,34,32
1257469892,-6858,4678,-1286,99,-107,62,-15995,0,-15537,0,8160,8192,5780,172,-6064,-105,33,29
1257519892,-6886,4664,-1222,97,-106,59,8160,8192,30660,19187,645,8192,5832,220,-5956,-103,32,29
1257569892,-6890,4680,-1166,101,-110,60,-15991,0,-15537,0,8160,8192,5832,176,-6000,-104,32,31
1257619892,-6882,4702,-1238,101,-108,64,8160,8192,-412,19188,645,8192,5806,184,-6054,-106,30,30
1257669892,-6882,4694,-1186,95,-108,62,8160,8192,-15948,19189,645,8192,5848,168,-6012,-106,31,31
1257719892,-6866,4650,-1280,97,-111,58,-17986,0,-15537,0,8160,8192,5824,206,-5986,-106,30,32
1257769892,-6866,4672,-1202,101,-110,61,-15983,0,-15537,0,8160,8192,5786,184,-6034,-105,33,33
1257819892,-6870,4632,-1254,97,-106,64,0,0,-7,-1,-16981,0,5830,180,-6056,-107,33,30
1257869892,-6880,4640,-1210,100,-110,60,-15980,0,-15537,0,8160,8192,5840,196,-5996,-105,30,33
1257919892,-6874,4682,-1264,101,-109,54,-15977,0,-15537,0,8160,8192,5830,186,-6034,-105,33,32
1257969892,-6888,4672,-1222,99,-108,65,-15975,0,-15537,0,8160,8192,5840,206,-6026,-106,29,31
1258019892,-6890,4670,-1272,99,-111,55,-15974,0,-15537,0,8160,8192,5828,208,-5964,-104,35,31
1258069892,-6872,4670,-1192,101,-110,61,8160,8192,-9164,19195,645,8192,5800,186,-5996,-105,32,32
1258119892,-6886,4692,-1216,101,-107,63,8160,8192,-24700,19196,645,8192,5814,118,-6020,-104,32,32
1258169892,-6870,4664,-1220,96,-110,62,-15965,0,-15537,0,8160,8192,5862,174,-6000,-105,31,32
1258219892,-6882,4676,-1226,97,-111,56,8160,8192,0,0,645,8192,5808,170,-6022,-108,31,33
1258269892,-6882,4702,-1270,100,-109,62,-17960,0,-15537,0,8160,8192,5822,172,-6014,-106,33,32
1258319892,-6856,4676,-1196,95,-109,63,-15956,0,-15537,0,8160,8192,5794,188,-6028,-106,34,34
1258369892,-6862,4672,-1280,97,-109,57,-15952,0,-15537,0,8160,8192,5834,186,-6014,-106,34,31
1258419892,-6890,4692,-1250,99,-109,61,0,0,-7,-1,-15949,0,5814,206,-6044,-103,33,32
1258469892,-6892,4674,-1234,98,-105,64,8160,8192,-2380,19201,645,8192,5788,206,-5990,-104,32,31
1258519892,-6832,4634,-1234,98,-107,60,8160,8192,-17916,19202,645,8192,5790,222,-6010,-105,37,31
1258569892,-6956,4648,-1122,103,-105,54,-15944,0,-15537,0,8160,8192,5834,138,-6026,-104,31,30
1258619892,-6928,4692,-1214,97,-104,68,0,0,-7,-1,-16941,0,5812,210,-6002,-108,34,33
1258669892,-6910,4648,-1242,93,-105,62,-15939,0,-15537,0,8160,8192,5820,212,-5990,-109,33,31
1258719892,-6884,4644,-1238,94,-108,55,-15937,0,-15537,0,8160,8192,5826,172,-5964,-105,31,30
1258769892,-6902,4656,-1238,100,-108,58,-15935,0,-15537,0,8160,8192,5842,158,-6076,-105,33,32
1258819892,-6896,4656,-1210,101,-108,65,8160,8192,0,0,645,8192,5824,170,-6008,-107,31,33
1258869892,-6822,4646,-1278,101,-108,62,-15930,0,-15537,0,8160,8192,5828,182,-6014,-105,31,33
